Dex,Pokemon,Art,Artist,Artist's ID
397,Staravia,https://i.imgur.com/JoP0m4B.png,BluBambii | Jess#6814,712521240602214400
398,Staraptor,https://i.imgur.com/sx8uP9B.png,Kiyu_067#0591,775549954080899142
399,Bidoof,https://i.imgur.com/oFhHVxY.png,BlueLego#2332,711892049842012190
400,Bibarel,https://i.imgur.com/BB2qGC7.png,BluBambii | Jess#6814,712521240602214400
401,Kricketot,https://i.imgur.com/fGYSQV1.png,SuperJedi224#2591,304098467192635392
402,Kricketune,https://i.imgur.com/EniPfLX.png,Witherr🖤#5417,267550284979503104
403,Shinx,https://i.imgur.com/VpbbJ3v.png,SuperJedi224#2591,304098467192635392
404,Luxio,https://i.imgur.com/jV0zpGF.png,SuperJedi224#2591,304098467192635392
405,Luxray,https://i.imgur.com/FiViAQ7.png,SuperJedi224#2591,304098467192635392
406,Budew,https://i.imgur.com/5mUnt1q.png,Sept#8911,891522852182982656
407,Roserade,https://i.imgur.com/iNUjnCi.png,Chaotic Havoc#7512,326895657803710477
408,Cranidos,https://i.imgur.com/uZozKVb.png,Kiyu_067#0591,775549954080899142
409,Rampardos,https://i.imgur.com/hIZxvtQ.png,Kiyu_067#0591,775549954080899142
410,Shieldon,https://i.imgur.com/AhFdjoh.png,Anoea#3441,285861483412193280
411,Bastiodon,https://i.imgur.com/DCvGzVP.png,Kiyu_067#0591,775549954080899142
412,Burmy,https://i.imgur.com/bfDYUpO.png,Sept#8911,891522852182982656
413,Wormadam,https://i.imgur.com/l0MC9Zl.png,Taffy#3090,342473674902732810
414,Mothim,https://i.imgur.com/lHOsK0p.png,SuperJedi224#2591,304098467192635392
415,Combee,https://i.imgur.com/xVuBilA.png,『𝙍𝙖𝙞𝙣𝙮 𝘿𝙖𝙮 𝘿𝙧𝙚𝙖𝙢𝙞𝙣𝙜』#6794,878907894022701066
416,Vespiquen,https://i.imgur.com/9XnZE4Q.png,Kiyu_067#0591,775549954080899142
417,Pachirisu,https://i.imgur.com/joaoDJ3.png,Chaotic Havoc#7512,326895657803710477
418,Buizel,https://i.imgur.com/hpoEzfp.png,Chaotic Havoc#7512,326895657803710477
419,Floatzel,https://i.imgur.com/gjW1nEn.png,Kiyu_067#0591,775549954080899142
420,Cherubi,https://i.imgur.com/hv4LJDr.png,BluBambii | Jess#6814,712521240602214400
421,Cherrim,https://i.imgur.com/V8e42IJ.png,BlueLego#2332,711892049842012190
422,Shellos,https://i.imgur.com/jUVbXAQ.png,Kiyu_067#0591,775549954080899142
423,Gastrodon,https://i.imgur.com/EurAc3v.png,Kiyu_067#0591,775549954080899142
424,Ambipom,https://i.imgur.com/mGOBolx.png,Anoea#3441,285861483412193280
425,Drifloon,https://i.imgur.com/iMKtUHX.png,Kiyu_067#0591,775549954080899142
426,Drifblim,https://i.imgur.com/zhPJenL.png,Taffy#3090,342473674902732810
427,Buneary,https://i.imgur.com/yELgu65.png,Foxrii_#8364,850079219681722398
428,Lopunny,https://i.imgur.com/EnzOenc.png,Foxrii_#8364,850079219681722398
429,Mismagius,https://i.imgur.com/nRF3ZQL.png,BluBambii | Jess#6814,712521240602214400
430,Honchkrow,https://i.imgur.com/BQn1Kk7.png,Chaotic Havoc#7512,326895657803710477
431,Glameow,https://i.imgur.com/xRRrw5p.png,Chaotic Havoc#7512,326895657803710477
432,Purugly,https://i.imgur.com/5D8hOv4.png,Chaotic Havoc#7512,326895657803710477
433,Chingling,https://i.imgur.com/48C3RE0.png,Sept#8911,891522852182982656
434,Stunky,https://i.imgur.com/AQMgPEX.png,Chaotic Havoc#7512,326895657803710477
435,Skuntank,https://i.imgur.com/kTqJVWt.png,Chaotic Havoc#7512,326895657803710477
436,Bronzor,https://i.imgur.com/mL0NZ0j.png,Certified_Likulau_Simp#6800,657234019012050976
437,Bronzong,https://i.imgur.com/xK4xg8J.png,SuperJedi224#2591,304098467192635392
438,Bonsly,https://i.imgur.com/kDej9nB.png,Kiyu_067#0591,775549954080899142
439,Mime Jr.,https://i.imgur.com/fqXrQdd.png,Sept#8911,891522852182982656
440,Happiny,https://i.imgur.com/Tp1wo5e.png,Sept#8911,891522852182982656
441,Chatot,https://i.imgur.com/MXNVpNZ.png,BluBambii | Jess#6814,712521240602214400
442,Spiritomb,https://i.imgur.com/bbvnoQq.png,Kiyu_067#0591,775549954080899142
443,Gible,https://i.imgur.com/lKZLiEc.png,Dagger_Mace#5953,611659645760831506
444,Gabite,https://i.imgur.com/VPU6Ux9.png,Dagger_Mace#5953,611659645760831506
445,Garchomp,https://i.imgur.com/MEp3vOE.png,Dagger_Mace#5953,611659645760831506
446,Munchlax,https://i.imgur.com/8OMrLXr.png,Sept#8911,891522852182982656
447,Riolu,https://i.imgur.com/Gem3q8h.png,SylveDub#3728,602094715890040832
448,Lucario,https://i.imgur.com/yvGdbgu.png,Anoea#3441,285861483412193280
449,Hippopotas,https://i.imgur.com/oymPfOu.png,Anoea#3441,285861483412193280
450,Hippowdon,https://i.imgur.com/t3fgaPS.png,Anoea#3441,285861483412193280
451,Skorupi,https://i.imgur.com/swb4Upd.png,Anoea#3441,285861483412193280
452,Drapion,https://i.imgur.com/WVdXcwV.png,Anoea#3441,285861483412193280
453,Croagunk,https://i.imgur.com/iJv9iRE.png,Anoea#3441,285861483412193280
454,Toxicroak,https://i.imgur.com/UoXezFt.png,Chaotic Havoc#7512,326895657803710477
455,Carnivine,https://i.imgur.com/votNex8.png,Chaotic Havoc#7512,326895657803710477
456,Finneon,https://i.imgur.com/4DcW7z8.png,Foxrii_#8364,850079219681722398
457,Lumineon,https://i.imgur.com/jlI76Ey.png,Foxrii_#8364,850079219681722398
458,Mantyke,https://i.imgur.com/s2xW8Hi.png,BlueLego#2332,711892049842012190
459,Snover,https://i.imgur.com/GGdKdBO.png,Kiyu_067#0591,775549954080899142
460,Abomasnow,https://i.imgur.com/pnvM73h.png,Anoea#3441,285861483412193280
461,Weavile,https://i.imgur.com/ziPfjZy.png,Chaotic Havoc#7512,326895657803710477
462,Magnezone,https://i.imgur.com/org9fPr.png,🍄bwl626🍄#5858,370362708765310977
463,Lickilicky,https://i.imgur.com/BgGnm1n.png,Chaotic Havoc#7512,326895657803710477
464,Rhyperior,https://i.imgur.com/pBjuCpK.png,Dagger_Mace#5953,611659645760831506
465,Tangrowth,https://i.imgur.com/EHblaUK.png,Sept#8911,891522852182982656
466,Electivire,https://i.imgur.com/Di2seCT.png,Anoea#3441,285861483412193280
467,Magmortar,https://i.imgur.com/yXLSVdU.png,🍄bwl626🍄#5858,370362708765310977
468,Togekiss,https://i.imgur.com/06pTuAW.png,Kiyu_067#0591,775549954080899142
469,Yanmega,https://i.imgur.com/DwP53I9.png,Anoea#3441,285861483412193280
470,Leafeon,https://i.imgur.com/1vYgvxx.png,SuperJedi224#2591,304098467192635392
471,Glaceon,https://i.imgur.com/clSXItc.png,Rxinbow🌈~#2434,843155645422108712
472,Gliscor,https://i.imgur.com/46BbvNm.png,Kiyu_067#0591,775549954080899142
473,Mamoswine,https://i.imgur.com/BGbgreG.png,Chaotic Havoc#7512,326895657803710477
474,Porygon-Z,https://i.imgur.com/BVF3cwB.png,Anoea#3441,285861483412193280
475,Gallade,https://i.imgur.com/wGFBhSC.png,Witherr🖤#5417,267550284979503104
476,Probopass,https://i.imgur.com/Lo6fD3L.png,Kiyu_067#0591,775549954080899142
477,Dusknoir,https://i.imgur.com/TA9TVp1.png,Chaotic Havoc#7512,326895657803710477
478,Froslass,https://i.imgur.com/q7NAOmB.png,🍄bwl626🍄#5858,370362708765310977
479,Rotom,https://i.imgur.com/PHR2qo3.png,BlueLego#2332,711892049842012190
480,Uxie,https://i.imgur.com/0zDc58A.png,Dagger_Mace#5953,611659645760831506
481,Mesprit,https://i.imgur.com/Y7eA1xe.png,Dagger_Mace#5953,611659645760831506
482,Azelf,https://i.imgur.com/tby47pp.png,Dagger_Mace#5953,611659645760831506
483,Dialga,https://i.imgur.com/Ajo0mI2.png,Kiyu_067#0591,775549954080899142
484,Palkia,https://i.imgur.com/VYczbme.png,Kiyu_067#0591,775549954080899142
485,Heatran,https://i.imgur.com/mbB4b28.png,Taffy#3090,342473674902732810
486,Regigigas,https://i.imgur.com/T1DefuR.png,SuperJedi224#2591,304098467192635392
487,Giratina,https://i.imgur.com/KZMVs9R.png,Chaotic Havoc#7512,326895657803710477
488,Cresselia,https://i.imgur.com/uFlTgox.png,🍄bwl626🍄#5858,370362708765310977
489,Phione,https://i.imgur.com/JfdfxOx.png,Sept#8911,891522852182982656
490,Manaphy,https://i.imgur.com/XusjLuS.png,MetSpek#6969,243763234685976577
491,Darkrai,https://i.imgur.com/lehgfN7.png,Chaotic Havoc#7512,326895657803710477
492,Shaymin,https://i.imgur.com/ztIUxiX.png,§CrepeMewtwo§#0482,834780655514157116
493,Arceus,https://i.imgur.com/JF7bcUg.png,SuperJedi224#2591,304098467192635392
494,Victini,https://i.imgur.com/1S38SWz.png,SuperJedi224#2591,304098467192635392
495,Snivy,https://i.imgur.com/GWoQXXn.png,Dagger_Mace#5953,611659645760831506
496,Servine,https://i.imgur.com/PLMDU4d.png,BlueLego#2332,711892049842012190
497,Serperior,https://i.imgur.com/02jLqVh.png,Kiyu_067#0591,775549954080899142
498,Tepig,https://i.imgur.com/R9ELlxY.png,Anoea#3441,285861483412193280
499,Pignite,https://i.imgur.com/tz7Z5Ev.png,Sept#8911,891522852182982656
500,Emboar,https://i.imgur.com/jaXJEmg.png,🍄bwl626🍄#5858,370362708765310977
501,Oshawott,https://i.imgur.com/KrXDfmb.png,SuperJedi224#2591,304098467192635392
502,Dewott,https://i.imgur.com/uufMlcm.png,SuperJedi224#2591,304098467192635392
503,Samurott,https://i.imgur.com/rURlTqo.png,Kiyu_067#0591,775549954080899142
504,Patrat,https://i.imgur.com/fbKqZjN.png,Anoea#3441,285861483412193280
505,Watchog,https://i.imgur.com/zdPZqB9.png,SuperJedi224#2591,304098467192635392
506,Lillipup,https://i.imgur.com/LXiNz07.png,Kiyu_067#0591,775549954080899142
507,Herdier,https://i.imgur.com/l0iiE1X.png,SuperJedi224#2591,304098467192635392
508,Stoutland,https://i.imgur.com/fiZBRTZ.png,Anoea#3441,285861483412193280
509,Purrloin,https://i.imgur.com/xhefKdu.png,BluBambii | Jess#6814,712521240602214400
510,Liepard,https://i.imgur.com/th6sOtZ.png,Anoea#3441,285861483412193280
511,Pansage,https://i.imgur.com/Zd0bXNB.png,Kiyu_067#0591,775549954080899142
512,Simisage,https://i.imgur.com/Hr72Pru.png,Chaotic Havoc#7512,326895657803710477
513,Pansear,https://i.imgur.com/tpr89TK.png,BluBambii | Jess#6814,712521240602214400
514,Simisear,https://i.imgur.com/edWcAEq.png,🦝QWISTAYCAT🦝#1314,285996997641502731
515,Panpour,https://i.imgur.com/oLB6t4P.png,SuperJedi224#2591,304098467192635392
516,Simipour,https://i.imgur.com/9YRakC7.png,BlueLego#2332,711892049842012190
517,Munna,https://i.imgur.com/3CRNIcT.png,Sept#8911,891522852182982656
518,Musharna,https://i.imgur.com/pZdlNmV.png,MozzSylveon700#0772,807345153051590701
519,Pidove,https://i.imgur.com/8WxE0cX.png,Sept#8911,891522852182982656
520,Tranquill,https://i.imgur.com/QpCIFWE.png,Sept#8911,891522852182982656
521,Unfezant,https://i.imgur.com/AKshY2U.png,Anoea#3441,285861483412193280
522,Blitzle,https://i.imgur.com/BP6bojO.png,Foxrii_#8364,850079219681722398
523,Zebstrika,https://i.imgur.com/AyaE98i.png,Foxrii_#8364,850079219681722398
524,Roggenrola,https://i.imgur.com/2TFtMVa.png,Kiyu_067#0591,775549954080899142
525,Boldore,https://i.imgur.com/TPg4CRn.png,BluBambii | Jess#6814,712521240602214400
526,Gigalith,https://i.imgur.com/5li8jpd.png,🍄bwl626🍄#5858,370362708765310977
527,Woobat,https://i.imgur.com/tCL1FzS.png,BlueLego#2332,711892049842012190
528,Swoobat,https://i.imgur.com/JHNyF5c.png,Anoea#3441,285861483412193280
